cell_id,label_candidate,label_type,evidence_id,distance_to_evidence_m,confidence,label_basis
GRID-18077,unlabeled,untested_or_unreported,,899.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18078,unlabeled,untested_or_unreported,,916.53,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18079,unlabeled,untested_or_unreported,,934.24,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18080,unlabeled,untested_or_unreported,,952.57,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18081,unlabeled,untested_or_unreported,,971.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18082,unlabeled,untested_or_unreported,,990.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18083,unlabeled,untested_or_unreported,,1010.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18084,unlabeled,untested_or_unreported,,1031.36,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18085,unlabeled,untested_or_unreported,,1052.27,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18086,unlabeled,untested_or_unreported,,1073.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18087,unlabeled,untested_or_unreported,,1095.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18088,unlabeled,untested_or_unreported,,1117.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18089,unlabeled,untested_or_unreported,,1140.0,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18090,unlabeled,untested_or_unreported,,1162.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18091,unlabeled,untested_or_unreported,,1185.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18092,unlabeled,untested_or_unreported,,1209.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18093,unlabeled,untested_or_unreported,,1233.17,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18094,unlabeled,untested_or_unreported,,1257.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18095,unlabeled,untested_or_unreported,,1281.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18096,unlabeled,untested_or_unreported,,1305.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18097,unlabeled,untested_or_unreported,,1330.65,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18098,unlabeled,untested_or_unreported,,1355.59,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18099,unlabeled,untested_or_unreported,,1380.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18100,unlabeled,untested_or_unreported,,1406.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18101,unlabeled,untested_or_unreported,,1431.56,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18102,unlabeled,untested_or_unreported,,1457.24,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18103,unlabeled,untested_or_unreported,,1483.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18104,unlabeled,untested_or_unreported,,1509.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18105,unlabeled,untested_or_unreported,,1535.21,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18106,unlabeled,untested_or_unreported,,1561.49,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18107,unlabeled,untested_or_unreported,,1587.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18108,unlabeled,untested_or_unreported,,1614.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18109,unlabeled,untested_or_unreported,,1641.1,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18110,unlabeled,untested_or_unreported,,1667.87,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18111,unlabeled,untested_or_unreported,,1694.74,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18112,unlabeled,untested_or_unreported,,1721.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18113,unlabeled,untested_or_unreported,,1748.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18114,unlabeled,untested_or_unreported,,1775.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18115,unlabeled,untested_or_unreported,,1803.24,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18116,unlabeled,untested_or_unreported,,1830.59,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18117,unlabeled,untested_or_unreported,,1858.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18118,unlabeled,untested_or_unreported,,1885.53,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18119,unlabeled,untested_or_unreported,,1913.11,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18120,unlabeled,untested_or_unreported,,1940.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18121,unlabeled,untested_or_unreported,,1968.49,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18122,unlabeled,untested_or_unreported,,1996.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18123,unlabeled,untested_or_unreported,,2024.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18124,unlabeled,untested_or_unreported,,2052.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18125,unlabeled,untested_or_unreported,,2080.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18126,unlabeled,untested_or_unreported,,2108.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18127,unlabeled,untested_or_unreported,,2136.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18128,unlabeled,untested_or_unreported,,2164.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18129,unlabeled,untested_or_unreported,,2192.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18130,unlabeled,untested_or_unreported,,2220.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18131,unlabeled,untested_or_unreported,,2248.94,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18132,unlabeled,untested_or_unreported,,2277.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18133,unlabeled,untested_or_unreported,,2305.63,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18134,unlabeled,untested_or_unreported,,2334.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18135,unlabeled,untested_or_unreported,,2362.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18136,unlabeled,untested_or_unreported,,2390.95,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18137,unlabeled,untested_or_unreported,,2419.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18138,unlabeled,untested_or_unreported,,2448.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18139,unlabeled,untested_or_unreported,,2476.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18140,unlabeled,untested_or_unreported,,2505.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18141,unlabeled,untested_or_unreported,,2533.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18142,unlabeled,untested_or_unreported,,2562.56,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18143,unlabeled,untested_or_unreported,,2591.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18144,unlabeled,untested_or_unreported,,2620.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18145,unlabeled,untested_or_unreported,,2616.63,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18146,unlabeled,untested_or_unreported,,2588.0,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18147,unlabeled,untested_or_unreported,,2559.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18148,unlabeled,untested_or_unreported,,2530.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18149,unlabeled,untested_or_unreported,,2502.3,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18150,unlabeled,untested_or_unreported,,2473.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18151,unlabeled,untested_or_unreported,,2445.33,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18152,unlabeled,untested_or_unreported,,2416.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18153,unlabeled,untested_or_unreported,,2388.52,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18154,unlabeled,untested_or_unreported,,2360.17,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18155,unlabeled,untested_or_unreported,,2331.86,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18156,unlabeled,untested_or_unreported,,2303.59,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18157,unlabeled,untested_or_unreported,,2275.37,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18158,unlabeled,untested_or_unreported,,2247.2,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18159,unlabeled,untested_or_unreported,,2219.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18160,unlabeled,untested_or_unreported,,2191.0,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18161,unlabeled,untested_or_unreported,,2162.97,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18162,unlabeled,untested_or_unreported,,2135.0,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18163,unlabeled,untested_or_unreported,,2107.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18164,unlabeled,untested_or_unreported,,2079.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18165,unlabeled,untested_or_unreported,,2051.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18166,unlabeled,untested_or_unreported,,2023.7,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18167,unlabeled,untested_or_unreported,,1996.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18168,unlabeled,untested_or_unreported,,1968.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18169,unlabeled,untested_or_unreported,,1940.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18170,unlabeled,untested_or_unreported,,1913.44,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18171,unlabeled,untested_or_unreported,,1886.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18172,unlabeled,untested_or_unreported,,1858.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18173,unlabeled,untested_or_unreported,,1831.56,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18174,unlabeled,untested_or_unreported,,1804.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18175,unlabeled,untested_or_unreported,,1777.4,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18176,unlabeled,untested_or_unreported,,1750.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18177,unlabeled,untested_or_unreported,,1723.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18178,unlabeled,untested_or_unreported,,1696.91,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18179,unlabeled,untested_or_unreported,,1670.29,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18180,unlabeled,untested_or_unreported,,1643.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18181,unlabeled,untested_or_unreported,,1617.42,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18182,unlabeled,untested_or_unreported,,1591.17,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18183,unlabeled,untested_or_unreported,,1565.06,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18184,unlabeled,untested_or_unreported,,1539.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18185,unlabeled,untested_or_unreported,,1513.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18186,unlabeled,untested_or_unreported,,1487.6,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18187,unlabeled,untested_or_unreported,,1462.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18188,unlabeled,untested_or_unreported,,1436.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18189,unlabeled,untested_or_unreported,,1411.62,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18190,unlabeled,untested_or_unreported,,1386.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18191,unlabeled,untested_or_unreported,,1361.93,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18192,unlabeled,untested_or_unreported,,1337.39,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18193,unlabeled,untested_or_unreported,,1313.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18194,unlabeled,untested_or_unreported,,1289.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18195,unlabeled,untested_or_unreported,,1265.21,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18196,unlabeled,untested_or_unreported,,1241.67,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18197,unlabeled,untested_or_unreported,,1218.41,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18198,unlabeled,untested_or_unreported,,1195.45,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18199,unlabeled,untested_or_unreported,,1172.81,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18200,unlabeled,untested_or_unreported,,1150.5,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18201,unlabeled,untested_or_unreported,,1128.56,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18202,unlabeled,untested_or_unreported,,1106.99,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18203,unlabeled,untested_or_unreported,,1085.82,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18204,unlabeled,untested_or_unreported,,1065.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18205,unlabeled,untested_or_unreported,,1044.78,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18206,unlabeled,untested_or_unreported,,1024.96,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18207,unlabeled,untested_or_unreported,,1005.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18208,unlabeled,untested_or_unreported,,986.86,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18209,unlabeled,untested_or_unreported,,968.65,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18210,unlabeled,untested_or_unreported,,951.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18211,unlabeled,untested_or_unreported,,934.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18212,unlabeled,untested_or_unreported,,917.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18213,unlabeled,untested_or_unreported,,902.11,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18214,unlabeled,untested_or_unreported,,887.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18215,unlabeled,untested_or_unreported,,873.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18216,unlabeled,untested_or_unreported,,859.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18217,unlabeled,untested_or_unreported,,847.42,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18218,unlabeled,untested_or_unreported,,835.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18219,unlabeled,untested_or_unreported,,825.27,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18220,unlabeled,untested_or_unreported,,815.63,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18221,unlabeled,untested_or_unreported,,806.99,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18222,unlabeled,untested_or_unreported,,799.38,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18223,unlabeled,untested_or_unreported,,792.84,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18224,unlabeled,untested_or_unreported,,787.38,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18225,unlabeled,untested_or_unreported,,783.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18226,unlabeled,untested_or_unreported,,779.83,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18227,unlabeled,untested_or_unreported,,777.76,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18228,unlabeled,untested_or_unreported,,776.85,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18229,unlabeled,untested_or_unreported,,777.09,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18230,unlabeled,untested_or_unreported,,778.49,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18231,unlabeled,untested_or_unreported,,781.05,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18232,unlabeled,untested_or_unreported,,784.74,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18233,unlabeled,untested_or_unreported,,789.55,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18234,unlabeled,untested_or_unreported,,795.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18235,unlabeled,untested_or_unreported,,802.47,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18236,unlabeled,untested_or_unreported,,810.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18237,unlabeled,untested_or_unreported,,819.58,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18238,unlabeled,untested_or_unreported,,829.63,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18239,unlabeled,untested_or_unreported,,840.64,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18240,unlabeled,untested_or_unreported,,852.56,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18241,unlabeled,untested_or_unreported,,865.35,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18242,unlabeled,untested_or_unreported,,878.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18243,unlabeled,untested_or_unreported,,893.42,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18244,unlabeled,untested_or_unreported,,908.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18245,unlabeled,untested_or_unreported,,924.53,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18246,unlabeled,untested_or_unreported,,941.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18247,unlabeled,untested_or_unreported,,958.39,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18248,unlabeled,untested_or_unreported,,976.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18249,unlabeled,untested_or_unreported,,994.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18250,unlabeled,untested_or_unreported,,1013.73,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18251,unlabeled,untested_or_unreported,,1033.26,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18252,unlabeled,untested_or_unreported,,1053.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18253,unlabeled,untested_or_unreported,,1073.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18254,unlabeled,untested_or_unreported,,1094.7,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18255,unlabeled,untested_or_unreported,,1116.04,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18256,unlabeled,untested_or_unreported,,1137.77,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18257,unlabeled,untested_or_unreported,,1159.87,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18258,unlabeled,untested_or_unreported,,1182.32,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18259,unlabeled,untested_or_unreported,,1205.1,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18260,unlabeled,untested_or_unreported,,1228.19,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18261,unlabeled,untested_or_unreported,,1251.57,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18262,unlabeled,untested_or_unreported,,1275.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18263,unlabeled,untested_or_unreported,,1299.15,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18264,unlabeled,untested_or_unreported,,1323.32,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18265,unlabeled,untested_or_unreported,,1347.72,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18266,unlabeled,untested_or_unreported,,1372.34,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18267,unlabeled,untested_or_unreported,,1397.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18268,unlabeled,untested_or_unreported,,1422.21,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18269,unlabeled,untested_or_unreported,,1447.43,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18270,unlabeled,untested_or_unreported,,1472.84,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18271,unlabeled,untested_or_unreported,,1498.41,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18272,unlabeled,untested_or_unreported,,1524.14,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18273,unlabeled,untested_or_unreported,,1550.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18274,unlabeled,untested_or_unreported,,1576.06,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18275,unlabeled,untested_or_unreported,,1602.23,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18276,unlabeled,untested_or_unreported,,1628.53,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18277,unlabeled,untested_or_unreported,,1654.96,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18278,unlabeled,untested_or_unreported,,1681.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18279,unlabeled,untested_or_unreported,,1708.18,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18280,unlabeled,untested_or_unreported,,1734.95,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18281,unlabeled,untested_or_unreported,,1761.82,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18282,unlabeled,untested_or_unreported,,1788.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18283,unlabeled,untested_or_unreported,,1815.87,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18284,unlabeled,untested_or_unreported,,1843.03,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18285,unlabeled,untested_or_unreported,,1870.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18286,unlabeled,untested_or_unreported,,1897.61,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18287,unlabeled,untested_or_unreported,,1925.02,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18288,unlabeled,untested_or_unreported,,1952.51,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18289,unlabeled,untested_or_unreported,,1980.07,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18290,unlabeled,untested_or_unreported,,2007.7,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18291,unlabeled,untested_or_unreported,,2035.39,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18292,unlabeled,untested_or_unreported,,2063.15,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18293,unlabeled,untested_or_unreported,,2090.98,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18294,unlabeled,untested_or_unreported,,2118.86,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18295,unlabeled,untested_or_unreported,,2146.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18296,unlabeled,untested_or_unreported,,2174.79,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18297,unlabeled,untested_or_unreported,,2202.84,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18298,unlabeled,untested_or_unreported,,2230.94,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18299,unlabeled,untested_or_unreported,,2259.08,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18300,unlabeled,untested_or_unreported,,2287.28,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18301,unlabeled,untested_or_unreported,,2315.52,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18302,unlabeled,untested_or_unreported,,2343.8,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18303,unlabeled,untested_or_unreported,,2372.13,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18304,unlabeled,untested_or_unreported,,2400.49,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18305,unlabeled,untested_or_unreported,,2428.9,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18306,unlabeled,untested_or_unreported,,2457.34,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18307,unlabeled,untested_or_unreported,,2485.82,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18308,unlabeled,untested_or_unreported,,2514.33,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
GRID-18309,unlabeled,untested_or_unreported,,2542.88,none,No authoritative exploratory drillhole assays published in public domain. Not assumed negative.
