grid_id,latitude,longitude,elevation_m,slope_deg,aspect_deg,ndvi,ndwi,iron_oxide_index,clay_index,ferrous_index,lst_k,acquisition_date,synthetic
GRID-0442,21.865618,80.189006,362.2,1.0,161.9,0.284,-0.173,0.94,1.374,0.862,306.5,2026-03-15,True
GRID-0443,21.865618,80.190182,352.0,1.0,120.5,0.432,0.136,0.908,1.059,0.985,300.6,2026-03-15,True
GRID-0444,21.865618,80.191359,355.0,1.2,129.9,0.517,-0.061,1.004,1.173,0.99,298.9,2026-03-15,True
GRID-0445,21.865618,80.192535,358.6,8.7,201.7,0.333,-0.294,2.206,1.67,1.921,310.0,2026-03-15,True
GRID-0446,21.865618,80.193712,355.7,6.2,335.5,0.376,-0.0,1.142,1.357,1.025,301.7,2026-03-15,True
GRID-0447,21.865618,80.194888,358.4,12.3,92.8,0.402,-0.038,0.993,1.211,1.067,301.8,2026-03-15,True
GRID-0448,21.865618,80.196065,359.3,22.1,7.1,0.479,-0.001,1.357,1.097,1.072,301.4,2026-03-15,True
GRID-0449,21.865618,80.197241,366.8,24.4,43.6,0.465,-0.12,1.147,1.027,1.176,302.2,2026-03-15,True
GRID-0450,21.865618,80.198418,367.6,23.0,312.3,0.507,0.059,1.129,1.261,1.025,304.8,2026-03-15,True
GRID-0451,21.865618,80.199594,363.3,26.7,346.7,0.475,-0.023,1.381,1.241,1.037,305.7,2026-03-15,True
GRID-0452,21.865618,80.200771,365.6,27.3,71.6,0.622,-0.074,0.984,1.059,1.017,305.5,2026-03-15,True
GRID-0453,21.865618,80.201947,357.7,22.1,207.3,0.224,-0.206,1.296,1.335,1.018,303.6,2026-03-15,True
GRID-0454,21.865618,80.203124,352.1,17.2,233.7,0.364,-0.2,1.202,0.733,0.993,301.4,2026-03-15,True
GRID-0455,21.865618,80.2043,351.7,14.9,62.8,0.439,-0.161,1.439,1.045,0.961,300.4,2026-03-15,True
GRID-0456,21.866794,80.1643,348.3,1.0,280.9,0.421,-0.209,1.526,0.996,0.609,303.1,2026-03-15,True
GRID-0457,21.866794,80.165476,327.4,1.0,127.8,0.473,0.052,1.192,1.044,0.832,306.6,2026-03-15,True
GRID-0458,21.866794,80.166653,312.1,1.0,242.3,0.549,-0.132,1.3,1.324,0.977,303.7,2026-03-15,True
GRID-0459,21.866794,80.167829,316.9,1.0,175.5,0.584,0.035,1.095,1.243,1.142,302.3,2026-03-15,True
GRID-0460,21.866794,80.169006,337.2,1.0,265.1,0.56,-0.095,0.589,1.058,0.98,305.2,2026-03-15,True
GRID-0461,21.866794,80.170182,358.7,1.7,320.3,0.402,-0.043,1.172,0.984,1.078,302.5,2026-03-15,True
GRID-0462,21.866794,80.171359,384.1,12.6,137.2,0.581,-0.248,1.128,0.81,1.202,301.6,2026-03-15,True
GRID-0463,21.866794,80.172535,405.1,14.8,103.1,0.24,0.155,1.199,1.103,0.909,301.1,2026-03-15,True
GRID-0464,21.866794,80.173712,408.8,18.5,227.4,0.062,-0.347,2.474,1.873,1.678,312.4,2026-03-15,True
GRID-0465,21.866794,80.174888,398.5,21.1,52.1,0.151,-0.139,1.855,1.875,1.127,314.1,2026-03-15,True
GRID-0466,21.866794,80.176065,374.0,26.5,60.3,0.177,-0.308,1.762,1.702,1.597,313.7,2026-03-15,True
GRID-0467,21.866794,80.177241,342.7,26.3,290.8,0.176,-0.276,2.435,1.566,1.499,309.6,2026-03-15,True
GRID-0468,21.866794,80.178418,320.4,24.9,121.5,0.257,-0.369,1.982,1.972,1.589,308.8,2026-03-15,True
GRID-0469,21.866794,80.179594,310.7,23.5,227.3,0.242,-0.289,2.439,1.764,1.784,308.1,2026-03-15,True
GRID-0470,21.866794,80.180771,320.0,18.0,205.8,0.197,-0.346,2.245,1.839,1.613,306.5,2026-03-15,True
GRID-0471,21.866794,80.181947,342.5,14.0,305.6,0.336,-0.267,2.218,1.823,1.847,310.1,2026-03-15,True
GRID-0472,21.866794,80.183124,362.8,6.8,25.7,0.588,-0.008,0.845,0.981,0.736,302.5,2026-03-15,True
GRID-0473,21.866794,80.1843,395.3,2.6,58.3,0.399,-0.048,1.036,0.81,1.166,305.0,2026-03-15,True
GRID-0474,21.866794,80.185476,411.1,1.0,82.2,0.463,-0.042,1.277,0.964,1.303,302.2,2026-03-15,True
GRID-0475,21.866794,80.186653,409.8,1.0,114.1,0.573,-0.015,1.352,1.153,1.017,301.1,2026-03-15,True
GRID-0476,21.866794,80.187829,387.0,1.0,104.9,0.483,-0.001,1.381,1.346,0.783,303.6,2026-03-15,True
GRID-0477,21.866794,80.189006,366.6,1.0,96.3,0.579,-0.036,1.003,0.948,1.097,299.8,2026-03-15,True
GRID-0478,21.866794,80.190182,332.9,1.9,232.1,0.36,-0.091,1.13,1.118,1.21,302.0,2026-03-15,True
GRID-0479,21.866794,80.191359,317.6,6.1,97.6,0.295,-0.056,0.904,1.099,1.18,300.6,2026-03-15,True
GRID-0480,21.866794,80.192535,309.7,4.6,160.2,0.513,-0.154,1.479,1.047,0.929,300.7,2026-03-15,True
GRID-0481,21.866794,80.193712,327.6,18.4,310.6,0.135,-0.354,2.102,2.063,1.714,314.4,2026-03-15,True
GRID-0482,21.866794,80.194888,342.6,24.3,130.7,0.268,-0.168,2.107,2.166,1.595,314.0,2026-03-15,True
GRID-0483,21.866794,80.196065,373.3,22.0,211.3,0.398,0.058,1.184,0.905,1.086,301.9,2026-03-15,True
GRID-0484,21.866794,80.197241,393.0,29.0,347.6,0.567,-0.126,1.237,1.104,1.214,302.1,2026-03-15,True
GRID-0485,21.866794,80.198418,405.2,24.1,149.0,0.608,0.027,1.316,1.159,1.164,304.7,2026-03-15,True
GRID-0486,21.866794,80.199594,396.3,25.3,66.2,0.532,-0.006,1.393,0.925,1.064,303.7,2026-03-15,True
GRID-0487,21.866794,80.200771,384.0,23.5,8.3,0.335,0.088,0.907,1.176,1.093,304.1,2026-03-15,True
GRID-0488,21.866794,80.201947,350.3,17.3,262.0,0.382,0.063,1.087,1.015,1.094,305.1,2026-03-15,True
GRID-0489,21.866794,80.203124,330.4,14.0,238.3,0.599,-0.018,1.387,1.059,0.941,301.6,2026-03-15,True
GRID-0490,21.866794,80.2043,311.9,7.2,338.6,0.552,-0.172,1.604,1.101,1.074,305.2,2026-03-15,True
GRID-0491,21.867971,80.1643,347.6,2.0,252.3,0.362,-0.079,1.137,1.256,0.675,298.9,2026-03-15,True
GRID-0492,21.867971,80.165476,311.4,1.0,28.8,0.27,-0.177,1.002,1.098,1.171,302.3,2026-03-15,True
GRID-0493,21.867971,80.166653,286.8,1.0,60.1,0.341,-0.036,1.378,1.172,1.154,302.4,2026-03-15,True
GRID-0494,21.867971,80.167829,292.8,1.0,37.1,0.398,-0.085,1.066,1.228,1.134,302.3,2026-03-15,True
GRID-0495,21.867971,80.169006,317.9,4.1,23.0,0.61,-0.086,1.345,1.026,1.1,303.2,2026-03-15,True
GRID-0496,21.867971,80.170182,351.3,7.0,316.3,0.396,0.029,1.133,0.941,1.248,303.4,2026-03-15,True
GRID-0497,21.867971,80.171359,398.2,16.8,197.4,0.284,-0.169,0.748,1.071,0.888,303.0,2026-03-15,True
GRID-0498,21.867971,80.172535,425.9,20.6,9.5,0.47,-0.092,1.157,1.051,1.002,301.3,2026-03-15,True
GRID-0499,21.867971,80.173712,438.0,21.8,142.9,0.166,-0.22,2.154,1.936,1.707,311.8,2026-03-15,True
GRID-0500,21.867971,80.174888,417.4,25.0,275.4,0.218,-0.209,2.148,1.81,1.428,312.7,2026-03-15,True
GRID-0501,21.867971,80.176065,378.4,29.1,30.0,0.084,-0.381,2.726,1.787,1.774,310.7,2026-03-15,True
GRID-0502,21.867971,80.177241,332.6,30.3,94.5,0.16,-0.322,2.399,2.043,1.645,311.1,2026-03-15,True
GRID-0503,21.867971,80.178418,298.0,25.1,55.9,0.323,-0.297,2.428,1.851,1.321,317.3,2026-03-15,True
GRID-0504,21.867971,80.179594,286.4,19.4,235.7,0.374,-0.447,2.362,1.446,1.835,309.8,2026-03-15,True
GRID-0505,21.867971,80.180771,294.0,16.7,318.8,0.23,-0.244,2.776,1.927,2.036,311.3,2026-03-15,True
GRID-0506,21.867971,80.181947,330.0,8.8,111.4,0.182,-0.273,2.455,1.604,1.599,309.7,2026-03-15,True
GRID-0507,21.867971,80.183124,373.0,2.9,89.1,0.383,-0.01,0.854,0.896,1.199,302.4,2026-03-15,True
GRID-0508,21.867971,80.1843,412.1,1.0,102.3,0.435,0.263,1.753,1.385,1.003,300.8,2026-03-15,True
GRID-0509,21.867971,80.185476,432.9,1.0,225.5,0.383,0.094,1.2,0.839,1.124,300.1,2026-03-15,True
GRID-0510,21.867971,80.186653,432.0,1.0,47.3,0.627,-0.054,0.769,0.974,0.945,305.6,2026-03-15,True
GRID-0511,21.867971,80.187829,405.4,1.0,301.9,0.514,-0.024,1.055,0.981,0.777,304.6,2026-03-15,True
GRID-0512,21.867971,80.189006,366.2,4.6,10.3,0.389,0.022,1.235,1.249,1.001,302.8,2026-03-15,True
GRID-0513,21.867971,80.190182,325.2,5.3,238.9,0.543,0.078,1.041,1.261,0.919,302.2,2026-03-15,True
GRID-0514,21.867971,80.191359,295.9,10.4,309.7,0.136,-0.143,2.463,1.683,1.689,305.5,2026-03-15,True
GRID-0515,21.867971,80.192535,283.7,13.0,117.1,0.398,-0.39,2.419,2.235,1.768,307.2,2026-03-15,True
GRID-0516,21.867971,80.193712,299.8,20.0,171.4,0.146,-0.371,1.993,1.7,1.762,309.5,2026-03-15,True
GRID-0517,21.867971,80.194888,338.6,25.7,351.0,0.268,-0.166,2.025,1.706,1.755,311.7,2026-03-15,True
GRID-0518,21.867971,80.196065,383.8,27.4,194.6,0.569,-0.029,1.147,1.059,0.784,304.6,2026-03-15,True
GRID-0519,21.867971,80.197241,411.0,26.9,98.1,0.503,-0.093,1.029,1.325,1.142,303.8,2026-03-15,True
GRID-0520,21.867971,80.198418,432.7,25.7,160.1,0.586,-0.199,1.084,1.44,1.27,304.7,2026-03-15,True
GRID-0521,21.867971,80.199594,426.7,25.6,349.0,0.299,-0.127,1.264,1.099,1.085,303.7,2026-03-15,True
GRID-0522,21.867971,80.200771,398.0,17.8,251.1,0.591,0.015,1.192,0.86,1.269,303.8,2026-03-15,True
GRID-0523,21.867971,80.201947,356.0,12.3,63.7,0.361,-0.103,1.017,1.259,1.199,306.4,2026-03-15,True
GRID-0524,21.867971,80.203124,312.3,10.2,215.1,0.282,0.023,0.968,1.198,0.837,305.9,2026-03-15,True
GRID-0525,21.867971,80.2043,286.5,2.7,227.2,0.649,-0.085,1.542,1.071,1.04,301.7,2026-03-15,True
GRID-0526,21.869147,80.1643,351.6,1.0,228.9,0.487,0.047,1.171,0.902,1.078,304.7,2026-03-15,True
GRID-0527,21.869147,80.165476,310.2,1.0,203.0,0.245,0.066,1.185,1.191,0.883,304.3,2026-03-15,True
GRID-0528,21.869147,80.166653,284.8,2.0,188.4,0.537,-0.208,1.054,0.994,0.923,301.5,2026-03-15,True
GRID-0529,21.869147,80.167829,287.8,1.3,230.2,0.411,-0.16,1.068,0.768,1.141,300.4,2026-03-15,True
GRID-0530,21.869147,80.169006,312.1,5.4,111.5,0.491,-0.128,1.588,0.742,0.982,303.4,2026-03-15,True
GRID-0531,21.869147,80.170182,352.9,16.9,125.0,0.519,-0.062,0.976,0.747,0.855,304.5,2026-03-15,True
GRID-0532,21.869147,80.171359,400.4,17.6,194.3,0.549,0.139,1.102,1.042,1.333,304.7,2026-03-15,True
GRID-0533,21.869147,80.172535,429.3,21.0,289.7,0.207,-0.444,2.3,1.838,1.633,313.7,2026-03-15,True
GRID-0534,21.869147,80.173712,436.5,23.0,159.1,0.273,-0.198,2.37,1.679,1.751,310.1,2026-03-15,True
GRID-0535,21.869147,80.174888,416.8,25.7,131.7,0.17,-0.372,2.069,1.847,1.612,310.2,2026-03-15,True
GRID-0536,21.869147,80.176065,378.6,24.0,93.5,0.177,-0.284,2.458,2.204,1.823,314.4,2026-03-15,True
GRID-0537,21.869147,80.177241,331.6,25.4,109.3,0.354,-0.142,1.888,2.187,1.573,310.2,2026-03-15,True
GRID-0538,21.869147,80.178418,296.5,20.2,0.0,0.189,-0.369,2.205,1.77,1.352,311.9,2026-03-15,True
GRID-0539,21.869147,80.179594,285.8,16.4,293.5,0.268,-0.327,2.336,1.679,1.687,310.8,2026-03-15,True
GRID-0540,21.869147,80.180771,292.5,13.0,305.3,0.23,-0.292,2.463,1.972,1.341,310.1,2026-03-15,True
GRID-0541,21.869147,80.181947,320.9,2.5,123.8,0.44,0.128,1.186,1.267,0.961,302.4,2026-03-15,True
GRID-0542,21.869147,80.183124,369.4,1.0,168.9,0.477,-0.006,0.931,1.186,0.952,306.9,2026-03-15,True
GRID-0543,21.869147,80.1843,406.7,1.0,3.0,0.644,-0.126,1.374,1.004,1.14,303.5,2026-03-15,True
GRID-0544,21.869147,80.185476,435.8,1.0,332.0,0.389,-0.034,1.354,1.125,1.127,302.0,2026-03-15,True
GRID-0545,21.869147,80.186653,429.7,1.0,340.9,0.386,0.022,1.254,1.165,0.86,304.0,2026-03-15,True
GRID-0546,21.869147,80.187829,410.2,3.3,171.7,0.646,0.226,1.308,1.038,1.067,303.9,2026-03-15,True
GRID-0547,21.869147,80.189006,367.3,6.0,3.3,0.515,-0.082,1.205,1.275,1.201,300.0,2026-03-15,True
GRID-0548,21.869147,80.190182,324.1,10.0,155.0,0.124,-0.256,2.066,1.624,1.769,312.6,2026-03-15,True
GRID-0549,21.869147,80.191359,292.6,14.0,105.5,0.186,-0.239,1.938,1.967,1.866,314.5,2026-03-15,True
GRID-0550,21.869147,80.192535,284.3,19.0,83.2,0.269,-0.312,2.51,1.702,1.416,309.7,2026-03-15,True
GRID-0551,21.869147,80.193712,299.4,22.8,2.6,0.285,-0.243,2.601,2.182,1.973,306.9,2026-03-15,True
GRID-0552,21.869147,80.194888,338.5,30.5,134.5,0.059,-0.229,2.141,2.153,1.66,313.7,2026-03-15,True
GRID-0553,21.869147,80.196065,383.8,29.5,148.2,0.249,-0.171,1.833,1.573,1.687,312.1,2026-03-15,True
GRID-0554,21.869147,80.197241,417.1,26.3,201.8,0.446,-0.115,1.32,0.819,1.043,304.0,2026-03-15,True
GRID-0555,21.869147,80.198418,433.6,23.9,142.1,0.329,-0.022,1.312,1.263,0.881,302.4,2026-03-15,True
GRID-0556,21.869147,80.199594,436.2,19.9,58.8,0.536,-0.058,1.212,1.074,0.867,302.8,2026-03-15,True
GRID-0557,21.869147,80.200771,395.6,14.4,265.4,0.466,0.079,0.852,1.226,0.923,306.6,2026-03-15,True
GRID-0558,21.869147,80.201947,346.1,8.7,140.3,0.492,-0.031,1.255,0.874,1.17,301.2,2026-03-15,True
GRID-0559,21.869147,80.203124,311.3,5.5,136.2,0.502,-0.045,1.225,1.023,0.985,304.8,2026-03-15,True
GRID-0560,21.869147,80.2043,284.3,1.0,94.7,0.481,0.015,1.272,1.028,1.168,301.0,2026-03-15,True
GRID-0561,21.870324,80.1643,353.0,1.0,152.0,0.604,-0.107,0.956,0.971,0.968,300.5,2026-03-15,True
GRID-0562,21.870324,80.165476,325.2,1.0,86.2,0.547,0.008,1.102,1.076,1.196,300.6,2026-03-15,True
GRID-0563,21.870324,80.166653,317.5,5.8,275.2,0.43,-0.069,1.303,0.925,1.192,299.6,2026-03-15,True
GRID-0564,21.870324,80.167829,306.3,9.4,327.6,0.474,-0.091,1.401,1.203,1.148,303.6,2026-03-15,True
GRID-0565,21.870324,80.169006,330.5,13.8,290.7,0.479,-0.039,1.442,1.068,0.903,302.8,2026-03-15,True
GRID-0566,21.870324,80.170182,360.7,20.4,246.5,0.695,-0.079,0.914,1.33,0.639,302.6,2026-03-15,True
GRID-0567,21.870324,80.171359,386.5,23.8,102.5,0.537,-0.146,1.2,1.08,1.246,304.5,2026-03-15,True
GRID-0568,21.870324,80.172535,409.1,24.8,267.5,0.205,-0.474,2.448,1.818,1.61,309.2,2026-03-15,True
GRID-0569,21.870324,80.173712,414.6,26.9,291.2,0.147,-0.104,1.929,2.043,1.596,307.9,2026-03-15,True
GRID-0570,21.870324,80.174888,402.3,24.7,148.6,0.251,-0.248,2.284,1.67,1.427,313.4,2026-03-15,True
GRID-0571,21.870324,80.176065,373.5,28.2,307.3,0.183,-0.238,2.317,1.963,1.405,310.3,2026-03-15,True
GRID-0572,21.870324,80.177241,343.5,18.2,65.7,0.259,-0.416,2.28,1.874,1.438,311.0,2026-03-15,True
GRID-0573,21.870324,80.178418,323.4,16.3,104.3,0.303,-0.347,2.419,1.671,1.968,309.3,2026-03-15,True
GRID-0574,21.870324,80.179594,311.0,13.3,229.3,0.09,-0.278,1.934,1.649,1.624,313.5,2026-03-15,True
GRID-0575,21.870324,80.180771,309.8,5.0,222.4,0.632,-0.11,1.084,1.346,0.965,304.5,2026-03-15,True
GRID-0576,21.870324,80.181947,337.2,1.0,98.0,0.411,0.097,1.042,1.148,0.984,304.1,2026-03-15,True
GRID-0577,21.870324,80.183124,368.6,1.0,224.2,0.544,-0.053,1.163,1.063,1.101,301.4,2026-03-15,True
GRID-0578,21.870324,80.1843,397.0,1.0,67.6,0.397,-0.007,0.912,0.78,1.095,301.4,2026-03-15,True
GRID-0579,21.870324,80.185476,411.4,1.0,7.0,0.482,0.032,1.55,1.243,1.252,303.2,2026-03-15,True
GRID-0580,21.870324,80.186653,414.6,1.0,17.9,0.528,0.004,0.921,0.8,1.3,306.0,2026-03-15,True
GRID-0581,21.870324,80.187829,387.5,3.9,192.6,0.36,-0.171,1.153,1.211,0.946,305.3,2026-03-15,True
GRID-0582,21.870324,80.189006,361.6,8.5,66.9,0.125,-0.285,2.409,1.71,1.343,311.7,2026-03-15,True
GRID-0583,21.870324,80.190182,333.3,15.7,36.8,0.294,-0.218,1.847,1.541,2.056,308.9,2026-03-15,True
GRID-0584,21.870324,80.191359,312.1,19.7,96.9,0.21,-0.217,2.579,1.931,1.745,311.3,2026-03-15,True
GRID-0585,21.870324,80.192535,307.6,22.2,257.5,0.225,-0.472,2.222,1.634,1.643,309.9,2026-03-15,True
GRID-0586,21.870324,80.193712,316.3,27.2,261.8,0.255,-0.298,2.409,1.765,1.749,314.3,2026-03-15,True
GRID-0587,21.870324,80.194888,343.5,29.9,83.8,0.154,-0.217,2.194,1.681,1.587,306.5,2026-03-15,True
GRID-0588,21.870324,80.196065,380.5,24.0,54.2,0.185,-0.252,2.459,1.855,1.699,310.8,2026-03-15,True
GRID-0589,21.870324,80.197241,397.1,21.2,177.7,0.481,-0.128,1.092,0.987,1.238,302.0,2026-03-15,True
GRID-0590,21.870324,80.198418,411.2,18.4,123.1,0.499,-0.065,0.985,0.978,1.165,303.0,2026-03-15,True
GRID-0591,21.870324,80.199594,406.1,13.5,112.2,0.467,-0.201,1.303,1.166,0.814,304.3,2026-03-15,True
GRID-0592,21.870324,80.200771,386.4,7.4,287.8,0.551,0.065,1.177,0.783,1.196,306.0,2026-03-15,True
GRID-0593,21.870324,80.201947,350.3,5.6,359.3,0.444,0.036,1.496,0.876,1.024,298.2,2026-03-15,True
GRID-0594,21.870324,80.203124,331.3,1.0,166.9,0.248,-0.088,1.383,1.091,1.124,304.7,2026-03-15,True
GRID-0595,21.870324,80.2043,310.0,1.0,284.9,0.328,0.012,1.212,0.977,0.914,305.2,2026-03-15,True
GRID-0596,21.8715,80.1643,364.9,1.0,118.9,0.388,-0.159,1.353,1.225,0.963,301.9,2026-03-15,True
GRID-0597,21.8715,80.165476,353.5,6.4,303.7,0.61,-0.123,1.421,0.858,0.932,302.9,2026-03-15,True
GRID-0598,21.8715,80.166653,344.5,10.8,342.6,0.672,-0.079,0.817,0.854,1.208,302.9,2026-03-15,True
GRID-0599,21.8715,80.167829,352.6,14.4,20.2,0.503,-0.059,1.125,1.027,0.815,302.1,2026-03-15,True
GRID-0600,21.8715,80.169006,350.5,17.0,279.2,0.437,-0.135,1.324,1.232,1.001,304.9,2026-03-15,True
GRID-0601,21.8715,80.170182,359.4,23.8,25.7,0.38,0.063,1.272,1.054,0.875,301.5,2026-03-15,True
GRID-0602,21.8715,80.171359,364.2,23.6,169.3,0.546,-0.103,0.957,0.985,1.303,305.2,2026-03-15,True
GRID-0603,21.8715,80.172535,369.1,29.7,69.2,0.262,-0.279,2.803,2.056,1.667,305.9,2026-03-15,True
GRID-0604,21.8715,80.173712,368.6,24.4,303.0,0.246,-0.215,2.081,2.209,1.852,305.8,2026-03-15,True
GRID-0605,21.8715,80.174888,370.2,25.7,294.2,0.102,-0.174,1.69,2.003,1.394,308.0,2026-03-15,True
GRID-0606,21.8715,80.176065,360.6,21.8,298.2,0.241,-0.298,2.174,1.814,1.614,310.8,2026-03-15,True
GRID-0607,21.8715,80.177241,355.1,15.7,43.9,0.209,-0.261,2.328,2.23,1.581,312.9,2026-03-15,True
GRID-0608,21.8715,80.178418,348.2,9.9,276.5,0.176,-0.266,1.623,1.796,1.843,309.2,2026-03-15,True
GRID-0609,21.8715,80.179594,346.8,6.6,89.6,0.395,-0.034,0.991,1.144,1.096,301.1,2026-03-15,True
GRID-0610,21.8715,80.180771,352.3,1.0,277.6,0.494,0.046,1.132,1.062,1.217,304.1,2026-03-15,True
GRID-0611,21.8715,80.181947,356.9,1.0,159.5,0.459,-0.005,1.404,1.047,0.791,299.8,2026-03-15,True
GRID-0612,21.8715,80.183124,358.7,1.0,265.5,0.533,0.001,1.357,1.351,1.019,306.1,2026-03-15,True
GRID-0613,21.8715,80.1843,365.1,1.0,12.1,0.483,-0.135,1.132,1.111,1.426,300.7,2026-03-15,True
GRID-0614,21.8715,80.185476,374.1,1.0,165.9,0.541,-0.113,1.333,0.998,0.86,303.9,2026-03-15,True
GRID-0615,21.8715,80.186653,371.6,5.7,277.6,0.235,0.021,1.146,1.203,0.912,303.3,2026-03-15,True
GRID-0616,21.8715,80.187829,364.7,6.6,187.6,0.466,-0.086,0.793,1.108,1.297,303.0,2026-03-15,True
GRID-0617,21.8715,80.189006,367.3,16.3,353.6,0.157,-0.219,2.017,1.856,1.71,308.5,2026-03-15,True
GRID-0618,21.8715,80.190182,350.2,19.9,170.2,0.182,-0.19,2.229,1.85,1.512,311.6,2026-03-15,True
GRID-0619,21.8715,80.191359,347.6,19.8,245.3,0.177,-0.327,2.021,1.881,1.536,310.3,2026-03-15,True
GRID-0620,21.8715,80.192535,351.7,26.2,112.4,0.274,-0.221,2.265,1.805,1.56,315.6,2026-03-15,True
GRID-0621,21.8715,80.193712,353.7,26.0,116.3,0.269,-0.341,2.024,2.041,1.503,311.4,2026-03-15,True
GRID-0622,21.8715,80.194888,353.9,27.5,226.5,0.226,-0.312,1.942,1.905,1.614,309.5,2026-03-15,True
GRID-0623,21.8715,80.196065,363.8,21.1,15.2,0.16,-0.206,1.998,1.778,1.578,309.7,2026-03-15,True
GRID-0624,21.8715,80.197241,367.7,16.3,337.5,0.603,-0.059,1.614,1.464,0.933,306.2,2026-03-15,True
GRID-0625,21.8715,80.198418,371.7,14.1,187.5,0.5,-0.171,0.7,0.968,1.053,301.5,2026-03-15,True
GRID-0626,21.8715,80.199594,371.0,5.9,91.2,0.514,-0.252,1.227,1.286,1.108,301.4,2026-03-15,True
GRID-0627,21.8715,80.200771,371.0,2.6,229.9,0.532,-0.04,1.453,1.008,1.008,303.8,2026-03-15,True
GRID-0628,21.8715,80.201947,356.3,1.0,71.5,0.584,-0.041,1.023,1.02,1.016,304.0,2026-03-15,True
GRID-0629,21.8715,80.203124,353.5,1.0,319.5,0.373,-0.254,1.203,1.12,1.164,303.4,2026-03-15,True
GRID-0630,21.8715,80.2043,350.8,1.0,310.9,0.452,-0.042,1.206,1.232,0.981,300.6,2026-03-15,True
GRID-0631,21.872676,80.1643,364.4,3.6,78.4,0.572,-0.134,1.527,1.055,1.08,305.8,2026-03-15,True
GRID-0632,21.872676,80.165476,388.7,8.5,40.7,0.488,0.093,1.092,1.344,1.169,305.6,2026-03-15,True
GRID-0633,21.872676,80.166653,393.0,14.3,227.8,0.386,-0.186,1.315,1.104,0.841,304.0,2026-03-15,True
GRID-0634,21.872676,80.167829,389.6,19.2,116.8,0.352,-0.128,1.566,1.314,0.774,300.7,2026-03-15,True
GRID-0635,21.872676,80.169006,376.2,23.0,60.2,0.453,-0.014,1.341,1.243,0.979,302.8,2026-03-15,True
GRID-0636,21.872676,80.170182,364.5,26.7,99.4,0.411,-0.014,1.125,0.822,1.275,299.2,2026-03-15,True
GRID-0637,21.872676,80.171359,342.3,27.2,43.1,0.562,0.002,1.23,1.552,0.955,301.6,2026-03-15,True
GRID-0638,21.872676,80.172535,330.9,25.9,284.1,0.203,-0.196,2.469,2.242,1.677,314.0,2026-03-15,True
GRID-0639,21.872676,80.173712,322.6,22.9,3.2,0.252,-0.226,2.419,1.824,1.478,309.7,2026-03-15,True
GRID-0640,21.872676,80.174888,333.8,18.7,15.1,0.131,-0.314,1.976,1.751,1.663,310.7,2026-03-15,True
GRID-0641,21.872676,80.176065,354.5,14.3,282.1,0.253,-0.307,1.939,1.808,1.548,303.7,2026-03-15,True
GRID-0642,21.872676,80.177241,382.4,10.0,171.1,0.214,-0.253,2.272,1.542,1.386,312.3,2026-03-15,True
GRID-0643,21.872676,80.178418,388.5,2.3,214.6,0.354,0.033,0.699,1.085,0.97,299.8,2026-03-15,True
GRID-0644,21.872676,80.179594,396.9,1.0,133.7,0.649,0.142,1.227,1.24,0.999,303.5,2026-03-15,True
GRID-0645,21.872676,80.180771,392.1,1.0,32.2,0.311,-0.189,1.309,1.166,0.971,307.8,2026-03-15,True
GRID-0646,21.872676,80.181947,376.6,1.0,56.8,0.488,-0.004,1.453,0.988,1.137,302.3,2026-03-15,True
GRID-0647,21.872676,80.183124,352.7,1.0,32.9,0.355,-0.036,1.043,1.1,0.817,302.7,2026-03-15,True
GRID-0648,21.872676,80.1843,337.5,1.0,222.7,0.49,0.052,1.704,1.119,0.993,302.9,2026-03-15,True
GRID-0649,21.872676,80.185476,328.2,5.4,335.1,0.504,-0.149,1.142,1.117,1.29,302.4,2026-03-15,True
GRID-0650,21.872676,80.186653,320.4,9.8,358.9,0.279,-0.193,2.578,1.582,1.677,313.7,2026-03-15,True
GRID-0651,21.872676,80.187829,332.8,15.8,225.0,0.229,-0.222,1.874,1.65,1.798,308.2,2026-03-15,True
GRID-0652,21.872676,80.189006,361.9,21.1,21.5,0.201,-0.329,2.472,1.634,1.861,312.1,2026-03-15,True
GRID-0653,21.872676,80.190182,379.0,22.0,232.0,0.246,-0.254,2.764,2.213,1.759,306.6,2026-03-15,True
GRID-0654,21.872676,80.191359,391.7,26.4,252.5,0.154,-0.206,2.106,1.788,1.221,314.8,2026-03-15,True
GRID-0655,21.872676,80.192535,392.0,27.4,284.9,0.218,-0.185,2.525,1.746,1.772,307.3,2026-03-15,True
GRID-0656,21.872676,80.193712,383.3,26.5,45.3,0.164,-0.39,2.274,1.839,1.754,309.2,2026-03-15,True
GRID-0657,21.872676,80.194888,368.3,22.5,83.8,0.233,-0.315,2.567,2.004,1.746,308.4,2026-03-15,True
GRID-0658,21.872676,80.196065,345.6,17.6,353.4,0.208,-0.312,2.239,1.619,1.681,313.4,2026-03-15,True
GRID-0659,21.872676,80.197241,325.1,13.2,283.9,0.345,-0.172,0.73,1.136,1.164,299.6,2026-03-15,True
GRID-0660,21.872676,80.198418,325.2,8.0,272.4,0.593,-0.023,1.144,1.045,0.904,300.6,2026-03-15,True
GRID-0661,21.872676,80.199594,327.2,2.1,290.0,0.651,0.095,1.481,1.207,1.031,302.5,2026-03-15,True
GRID-0662,21.872676,80.200771,342.7,1.0,157.9,0.567,0.019,1.009,1.36,0.899,302.4,2026-03-15,True
